listing_id,source,address,suburb,state,postcode,council_area,region,distance_to_cbd_km,lat,lon,property_type,bedrooms,bathrooms,car_spaces,toilets,land_size,building_area,year_built,has_pool,has_garage,sale_price,price_raw_aud,sale_date,sale_method,days_on_market,inspection_note,agent_name,agency_name,agent_phone,rba_cash_rate_pct,market_sentiment,market_context,suburb_median_price,auction_clearance_rate_pct,weekly_rent_aud,property_count_suburb
AU-006665, REA,163 High Pde,,nsw.,2750,Penrith,Western Sydney,52.0,,150.504205,Flat,5,1,2,2.0,1987,434.0,,,true,"$675,000",675000,14 October 2022,S,64,By appointment,McGrath,McGrath,02 8471 8697,2.6,Weak,RBA slows to 25bp hikes; prices still falling but pace eases,,56.3,400.0,
AU-001195,Agent Website,54 Jones Road,Officer ,Vic,03809,CARDINIA,Eastern Metropolitan,50.0,-38.065371,,Residential House,,1,3,,1888.0,380.0,1922.0,0,true,"$682,000",,13/04/21,AUC,31,,First National,First National,03 9400 2359,0.1,FOMO,Melbourne median hits $900k+; regional prices up 15%+; investor surge,571000.0,77.0,450.0,1223.0
AU-005333,Agent Website,190 Smith Dr, Chatswood,N.S.W,2067,Willoughby,Inner Sydney,,-33.609926,,House/Cottage,4.0,2,0,2.0,266.0,478.0,1957.0,0,No,"$2,296,000",2296000,May-22,auction,38,,Buxton,Buxton,02 5737 5915,0.35,Turning,RBA hikes 25bp to 0.35% — first hike in 11 years; clearance rates fall sharply,2280000.0,,2040.0,5038.0
AU-003542,Domain ,141 Queen Drive,Surry Hills,nsw,2010,Sydney,Inner Sydney,3.0,-33.733209,150.541523,House,1,,3,,1719.0 sqm,421.0,,No,Y,"$981,000",,05 Nov 2021,Auction,13,,Barry Plant,Barry Plant,02 1340 9243,0.1,FOMO,"Melbourne median hits record $1,094k; Sydney above $1.3M; national +24.5% YoY",1600000.0,79.8,,1074.0
AU-003087,domain.com.au,56 Station Drive,Richmond,victoria,3121,Yarra,Inner Melbourne,3.0,-38.149355,,unit,5,1 bath,3,1.0,,199.0,1066.0,0,True,"$1,094,000",1094000,04/10/21,Expression of Interest,34,Post-lockdown release – inspect Saturday,Ray White,,03 3690 1003,0.1,Strong,Melbourne 262-day lockdown ends; explosive post-lockdown release; record auctions,1469000.0,72.0,,4708.0
AU-006126, REA,128 Church Road,Dandenong,Victoria,3175,Greater Dandenong,Eastern Metropolitan,,-37.812237,,house,3,3,,4.0,1296m2,,,false,yes,691000,691000,09 Aug 2022,Private Treaty,36,,Kay & Burton,Kay & Burton,,1.85,Distressed,RBA hikes 50bp to 1.85%; borrowing capacity down 25%; forced sales rising,570000.0,,,8850.0
AU-005443,realestate.com.au,162 Park Avenue,St Kilda,,3182,Port Phillip,Inner South,5.5,-38.317952,,VILLA,None,1,1,1.0,797,,1950.0,no,Y,598000,598000,02 May 2022,A,46,,PRD,PRD,03 4413 3964,0.35,Turning,RBA hikes 25bp to 0.35% — first hike in 11 years; clearance rates fall sharply,1026000.0,56.0,520.0,
AU-008011,Domain ,177 Park Drive,Toorak,vic.,3142,Stonnington,Inner East,6.0,-37.974702,144.821032,HOUSE,4,1,2,,1058 square metres,321sqm,,,,"$3,469,000",3469000,12 March 2023,A,29,,LJ Hooker,LJ Hooker,03 7942 1655,3.6,Recovering,Prices tick up nationally; migration at record highs; rental crisis deepens,3194000.0,62.0,,
AU-002815, REA,138 Queen Drive,Ipswich,QLD,4305,Ipswich,South-East QLD,40.0,-33.576937,150.56717,house ,5,1,0,1.0,1713 square metres,,,0,No,POA,611000,30/09/21,Auction,33,,Stockdale & Leggo,Stockdale & Leggo,02 3560 6148,0.1,Recovering,NSW roadmap out of lockdown announced; confidence begins recovering,511000.0,80.2,,7088.0
AU-006773,Agent Website,93 Queen St,Sunnybank,qld,4109,Brisbane,Brisbane Outer,,-33.68734,,House,4,1,-,1.0,1466.0,182sqm,1970.0,0,Yes,"$625,000",625000,,PI,-,,Biggin & Scott,biggin & scott,02 4613 3804,2.6,Weak,RBA slows to 25bp hikes; prices still falling but pace eases,688000.0,50.3,,1405.0
AU-004666,realestate.com.au,191 Queen Rd,Richmond,,3121,YARRA,Inner Melbourne,3.0,-37.839197,145.104491,u,6,3,3 car,4.0,1309,,,N,Y,"$850,000",850000,17 Feb 2022,Passed In,33,Open Saturday,Raine & Horne,Raine & Horne,03 6111 8657,0.1,Cooling,Rate hike expectations building; APRA buffer at 3%; early signs of softening,1479000.0,,770.0,5092.0
AU-001957,Domain ,155 Station Ct,Geelong,Vic,3220,,Regional VIC,,-38.062378,144.792616,Residential House,5 bed,3,1,4.0,,,1912.0,False,yes,"$903,000",-,2021-06-26,A,32,,BIGGIN & SCOTT,biggin & scott,03 7263 5656,0.1,Strong,Victoria snap lockdown (June); clearance dips briefly; national momentum holds,708000.0,68.0,,6828.0
AU-000384,Agent Website,199 King Parade,Ringwood,vic.,3134,Maroondah,Eastern Metropolitan,24.0,,145.09846,Unit/Duplex,,3,2 car,3.0,757,76.0,1976.0,False,Y,"$654,000",654000,,AUC,30,Inspect Sat/Sun,Noel Jones,Noel Jones,,0.1,Strong,Prices accelerating; HomeBuilder deadline rush; CoreLogic records +2.1% monthly,807000.0,75.0,450.0,8471.0
AU-006839,Domain ,68 Oak Road,Brunswick ,VIC,3056,Moreland,Northern Metropolitan,5.5,-38.10405,145.440513,u,5,1 bath,3,2.0,0.0999 ha,,,yes,yes,791000,791000,22-11-2022,Private Sale,46,,Hocking Stuart,Hocking Stuart,03 1339 6523,2.85,Weak,National prices -6% from peak; Melbourne -7%; clearance slowly recovering,868000.0,,,11947.0
AU-006847, REA,167 Jones Parade,Doncaster,vic.,3108,Manningham,Eastern Metropolitan,14.5,-37.735985,144.760437,unit duplex,2,1,2,1.0,334,,1935.0,0,Y,"$494,000",494000,Nov-22,Private Treaty,52,,Buxton,Buxton,03 3175 4470,2.85,Weak,National prices -6% from peak; Melbourne -7%; clearance slowly recovering,1048000.0,,360.0,342.0
AU-009657,Domain,186 Park Drive,Surry Hills,N.S.W,2010,Sydney,Inner Sydney,3.0,-33.713736,151.211611,Villa,6,1,2 car,1.0,1182 square metres,188.0,2006.0,no,true,"Offers Over $850,000",868000,2023/08/14,PS,38,,Ray White,Ray White,02 7373 1646,4.1,Resilient,Affordability stress growing; first-home buyers retreating,1418000.0,,,9581.0
AU-001333,REA,33 King Dr,St Kilda,vic,3182,Port Phillip,Inner South,5.5,-37.793062,145.109394,h,5,3,0,3.0,0.131ha,462sqm,,,N,"$1,013,000",1013000,09 Apr 2021,Private Treaty,N/A,Open Saturday,Kay & Burton,Kay & Burton,03 3821 7698,0.1,FOMO,Melbourne median hits $900k+; regional prices up 15%+; investor surge,988000.0,,730.0,4323.0
AU-001499, REA,36 Main Drive,Footscray,,3011,Maribyrnong,Western Metropolitan,6.0,,,HOUSE,1,1,1 car,1.0,717m2,,2003.0,0,true,"Offers Over $650,000",651000,07 May 2021,A,,,Century 21,Century 21,03 9979 3087,0.1,FOMO,Prices +8% YTD; APRA warns on lending; short lockdowns in VIC/QLD,805000.0,76.0,480.0,8484.0
AU-006779, REA,178 Jones St,Surry Hills,New South Wales,2010,Sydney,,3.0,,,House,5,1 bath,1,1.0,1277,295.0,1906.0,true,Y,"$1,865,000",1865000,2022/10/10,Private Sale,59,,Raine & Horne,,02 6855 8569,2.6,Weak,RBA slows to 25bp hikes; prices still falling but pace eases,1366000.0,46.4,,12625.0
AU-000813,REA,42 King Ave,Bondi,nsw.,3464,Waverley,Inner Sydney,7.0,-33.636354,151.005135,UNIT,--,3,2,3.0,492,282.0,,false,true,"$1,443,000",1443000,19 March 2021,private sale,23,,Noel Jones,Noel Jones,02 3677 9300,0.1,FOMO,Strongest monthly growth in 32 years; buyers waiving conditions,2361000.0,77.7,1210.0,
AU-004882,REA,193 High Dr,Brighton,victoria,3186,Bayside,Southern Metropolitan,12.0,,144.523131,house,1,1, ,1.0,824,,1947.0,,yes,2080000,2080000,2022/03/27,PS,-,By appointment,Ray White,Ray White,03 3563 9370,0.1,Cautious,Ukraine war drives global inflation; RBA under pressure; Sydney falls 0.2%,2461000.0,,,
AU-004514,Domain ,133 High Avenue,Parramatta,NSW,2150,Parramatta,Western Sydney,,-33.920603,150.522173,unit,6,,1,3.0,479,,1992.0,no,Yes,"$644,000",TBC,2022/02/05,auction,31,,Fletchers,Fletchers,,0.1,Cooling,Rate hike expectations building; APRA buffer at 3%; early signs of softening,970000.0,81.6,,2476.0
AU-004070,Agent Website,178 Railway Court,liverpool,nsw,2170,Liverpool,Western Sydney,30.0,-33.928229,150.971962,TOWNHOUSE,four,2,1,2.0,0.1389 ha,385sqm,,N,1,"$756,000",--,2022-01-09,AUC,,Inspect Sat/Sun,Biggin & Scott,biggin & scott,02 4775 1654,0.1,Ebullient,Market still hot; RBA signals no early hikes; prices at or near peak,808000.0,78.1,,3534.0
AU-003842,Domain,106 Park Pl,Brighton,VIC,3186,Bayside,Southern Metropolitan,12.0,,144.646553,u,5,1,1,,744.0,,1945.0,No,yes,90477585,90477585.19744772,"Dec 10, 2021",A,32,,LJ Hooker,LJ Hooker,03 3364 4932,0.1,Strong,Year closes near peak; Omicron emerges but market shrugs it off,2499000.0,,54130.0,6827.0
AU-007990,Domain,174 Oak Ct,Epping,Victoria,3076,Whittlesea,Northern Metropolitan,22.0,,145.226792,house,5 bed,2,,2.0,801,78.0,1921.0,0,,"$748,000",748000,Mar-23,PS,18,,Ray White,Ray White,,3.6,Recovering,,,62.0,,2878.0
AU-007233,Domain,190 King Avenue,Gold Coast,qld,4217,Gold Coast,Gold Coast,80.0,-33.596597,150.643033,UNIT,six,1,2,1.0,854,445sqm,,,yes,"$564,000",564000,Dec-22,Private Sale,53,,HOCKING STUART,Hocking Stuart,02 3096 7118,3.1,Cautious,RBA signals slower pace; year closes with prices well off 2021 peak,,,450.0,10539.0
AU-007899,Agent Website,184 Railway Parade,Doncaster,VIC,3108,Manningham,Eastern Metropolitan,14.5,,144.905412,house ,4 bed,TBC,1,1.0,,312.0,1919.0,False,Y,"$1,434,000",n/a,27/03/23,Private Treaty,32,,Ray White,Ray White,03 8415 9806,3.6,Recovering,Prices tick up nationally; migration at record highs; rental crisis deepens,,62.0,,7732.0
AU-002184,REA,140 Main Place,Blacktown,nsw.,2148,Blacktown,Western Sydney,33.0,-33.682218,151.416431,house ,1,2,3,,,,,,yes,Contact Agent,723000,02-07-2021,Auction,18,Inspect Sat/Sun,Stockdale & Leggo,,02 9157 8335,0.1,Mixed,,815000.0,71.8,,13195.0
AU-008805,domain.com.au,96 King Ct,Pakenham,V.I.C,,Cardinia,Eastern Metropolitan,,-37.577389,,unit duplex,5,1,2,1.0,1655,445.0,,,True,"$413,000",413000,28 Jun 2023,PS,39,Inspect Sat/Sun,First National,First National,03 2167 8810,4.1,Resilient,Surprise RBA hike to 4.10%; prices still rising on supply shortage,547000.0,64.0,280.0,1982.0
AU-008570, REA,192 Jones Rd,Ipswich,Q'land,4305,Ipswich,South-East QLD,40.0,-33.613856,151.381885,TOWNHOUSE,5,1,0,1.0,1637,,1943.0,N,False,"$362,000",362000,14/05/2023,private sale,36,Inspect Sat/Sun,Nelson Alexander,Nelson Alexander,02 8904 5781,3.85,Improving,RBA pauses; market reads it as peak; buyer confidence returns,450000.0,73.7,,7534.0
AU-008940,Agent Website,50 Church Rd,Box Hill,Victoria,3128,,Eastern Metropolitan,14.0,-38.186016,145.208671,Town House,3,1,2,1.0,557,,2007.0,true,yes,$763k,763000,Jun-23,Private Treaty,47,Inspect Sat/Sun,RT Edgar,RT Edgar,03 9853 9612,4.1,Resilient,Surprise RBA hike to 4.10%; prices still rising on supply shortage,1022000.0,,530.0,4780.0
AU-010159,Domain ,126 Smith Rd,Fitzroy,V.I.C,3065,,,2.5,-37.804759,145.236581,Residential House,one,1,3,1.0,155.0,229.0,1929.0,no,,"$1,140,000",1140000,18 October 2023,Private Sale,?,,Barry Plant,Barry Plant,03 1020 5280,4.1,Steady,Market holding; listing volumes rising in Sydney/Melbourne,1165000.0,,,9811.0
AU-001977,Agent Website,149 Main Pde,Bendigo,,3550,Greater Bendigo,Regional VIC,150.0,-37.787735,,Residential House,2,1 bath,2,1.0,,,1938.0,,Y,$457k,457000,2021/06/22,Private Treaty,23,,Buxton,,,0.1,Strong,Victoria snap lockdown (June); clearance dips briefly; national momentum holds,471000.0,68.0,,12119.0
AU-003064, REA,,Surry Hills,New South Wales,02010,Sydney,Inner Sydney,3.0,-33.528219,,Hse,6,1,N/A,2.0,,255.0,,0,False,"$1,458,000",1458000,"Oct 16, 2021",S,25,,Marshall White,Marshall White,02 3144 4225,0.1,Strong,,1586000.0,79.7,,12786.0
AU-002489,Domain,,Officer,,3809,Cardinia,Eastern Metropolitan,50.0,-38.346326,145.469437,Townhouse,3,1,,2.0,179.0 sqm,382.0,1972.0,No,True,"$357,000",357000,16-08-2021,Private Treaty,N/A,Virtual tour available,Ray White,Ray White,,0.1,Anxious,,601000.0,55.0,,
AU-003981, REA,127 High Pde,Sunnybank,QLD,04109,BRISBANE,Brisbane Outer,14.0,-33.77322,,apt,2,1,2,1.0,514.0,,1932.0,N,,"$314,000",314000,Dec-21,Auction,,,Buxton,Buxton,02 8068 5724,0.1,Strong,Year closes near peak; Omicron emerges but market shrugs it off,809000.0,,250.0,241.0
AU-006138,REA,131 Park Court,NORTHCOTE,vic,3070,Darebin,Northern Metropolitan,6.5,-38.372166,,House,6 Bedrooms,1,2,2.0,1937,96.0,1972.0,True,,"Offers Over $800,000",831000,Unknown,S,none,Inspect Sat/Sun,PRD,,03 6406 3006,1.85,Distressed,RBA hikes 50bp to 1.85%; borrowing capacity down 25%; forced sales rising,918000.0,,,8171.0
AU-002194,Domain ,160 Brown Rd,Chatswood,nsw,2067,Willoughby,,10.0,-33.837121,151.447583,Unit,3,2,2,2.0,514.0,302.0,1902.0,false,Y,"$1,220,000",1220000,Jul-21,PS,36,By appointment,Noel Jones,Noel Jones,02 3446 2559,0.1,Mixed,Melbourne lockdown #5; Sydney Delta lockdown begins; auction volumes drop,2296000.0,70.7,,14881.0
AU-005591,Domain ,151 Jones Rd,Werribee,victoria,03030,Wyndham,Western Metropolitan,30.0,-37.917906,145.483004,Residential House,6 BR,3,2,3.0,1955 square metres,,,,yes,"$863,000",863000,11 Jun 2022,private sale,48,,Century 21,,,0.85,Falling,RBA hikes 50bp to 0.85%; Sydney -1.0% in month; Melbourne -0.7%; panic sets in,534000.0,50.0,,8650.0
AU-002342,realestate.com.au,22 King Ave,brunswick,V.I.C,3056,Moreland,Northern Metropolitan,5.5,,145.180983,Hse,1,1 bath,3,1.0,1942,310.0,1927.0,False,true,"$783,000",783000,"Jul 28, 2021",Private Sale,,Online auction,,First National,03 7068 3647,0.1,Mixed,Melbourne lockdown #5; Sydney Delta lockdown begins; auction volumes drop,,60.0,590.0,
AU-002532,REA,99 Queen Drive,St Kilda,Victoria,3182,Port Phillip,Inner South,5.5,-38.450713,144.992448,house,1 Bedrooms,1 bath,1,,400.0 sqm,,,0,1,"$943,000",943000,13/08/21,AUC,None,Online auction,Century 21,Century 21,03 9152 2018,0.1,Anxious,Sydney 100-day lockdown peak; Melbourne lockdown #6; nationwide uncertainty,1040000.0,,830.0,11697.0
AU-010285,domain.com.au,45 Victoria Cres,Box Hill,Victoria,3128,Whitehorse,Eastern Metropolitan,14.0 km,-38.368838,144.517995,Unit/Duplex,,3,2,,1216,170.0,1930.0,0,1,$0.54M,543000,2023-10-30,private sale,36,,Barry Plant,Barry Plant,03 7804 1868,4.1,Steady,Market holding; listing volumes rising in Sydney/Melbourne,1048000.0,,300.0,6355.0
AU-007543,realestate.com.au,167 Main Parade,Officer,vic,3809,Cardinia,Eastern Metropolitan,50.0,-38.137114,,Unit/Duplex,1,1 bath,2,1.0,604,,2008.0,no,1,"$334,000",334000,2023-02-18,PS,38,,McGrath,,03 2401 2062,3.35,Stabilising,RBA hikes 25bp; but prices begin recovering against expectations,515000.0,58.0,250.0,
AU-008436,Domain,,Blacktown,N.S.W,02148,BLACKTOWN,,33.0,-33.544754,151.271175,House,none,1,1,2.0,1964,94sqm,1959.0,N,yes,739000,739000,2023-05-03,PS,,By appointment,,Nelson Alexander,02 1055 5756,3.85,Improving,RBA pauses; market reads it as peak; buyer confidence returns,726000.0,67.1,,5819.0
AU-000537,Agent Website,,NORTHCOTE,victoria,3070,Darebin,Northern Metropolitan,6.5,,145.365249,h,4 Bedrooms,2,1 car,2.0,317,,1919.0,False,Yes,Contact Agent,unknown,18/02/21,eoi,35,,RT Edgar,RT Edgar,03 4828 8901,0.1,Strong,Prices accelerating; HomeBuilder deadline rush; CoreLogic records +2.1% monthly,,75.0,660.0,4745.0
AU-000008,realestate.com.au,,Northcote,VIC,3070,Darebin,,6.5,-37.584359,144.664944,Hse,4,1,0,1.0,322,,0.0,,0,"Offers Over $1,300,000",1319000,"Jan 15, 2021",auction,44,,Stockdale & Leggo,Stockdale & Leggo,03 1955 1896,0.1,Confident,Pandemic boom begins; ultra-low rates; FOMO sets in; supply tight,,72.0,870.0,14328.0
AU-007483,domain.com.au,41 Victoria Pde,sunnybank,Q'land,4109,Brisbane,,14.0,-33.83461,151.30166,APT,five,1,2,1.0,582.0,115sqm,,False,,$0.47M,472000,,A,-,,McGrath,McGrath,02 8188 2657,3.1,Cautious,Surprise: prices stabilise; population surge; supply still constrained,670000.0,,,7551.0
AU-000509, REA,181 High Rd,Penrith,New South Wales,2750,Penrith,Western Sydney,52.0,,151.258548,Residential House,1,2,,2.0,1699,,1943.0,,True,"$515,000",515000,27/02/2021,auction,27,,Kay & Burton,Kay & Burton,02 3100 9811,0.1,Strong,Prices accelerating; HomeBuilder deadline rush; CoreLogic records +2.1% monthly,713000.0,88.5,,12078.0
AU-007945,REA,19 Brown Road,Werribee,vic,03030,Wyndham,Western Metropolitan,30.0,-38.030098,145.479182,Town House,5,1,3,,1276.0,414.0,1904.0,,Yes,350000,350000,2023-03-24,A,43,,Barry Plant,Barry Plant,03 6321 1404,3.6,Recovering,,,62.0,,7705.0
AU-009158,realestate.com.au,152 Queen Street,Officer ,vic.,2099,Cardinia,Eastern Metropolitan,50.0,,144.938983,apt,05,3,0,,1466,459.0,1906.0,No,N,"$353,000",353000,02 July 2023,Private Sale,41,,Jellis Craig,Jellis Craig,03 7099 9030,4.1,Resilient,CoreLogic: +5% nationally in 2023 so far; Perth +12%; Brisbane +9%,542000.0,65.0,260.0,
AU-001181,Domain ,176 Park Drive,Parramatta,NSW,2150,Parramatta,Western Sydney,23.0,,,Townhouse,4,2,1,,0.189ha,215.0,,no,1,"$809,000",809000,2021-04-07,private sale,33,By appointment,LJ Hooker,LJ Hooker,02 4201 9353,0.1,FOMO,Melbourne median hits $900k+; regional prices up 15%+; investor surge,,91.0,,656.0
AU-005516,Agent Website,162 Church Ave, Sunshine Coast,QLD.,04557,Sunshine Coast,Sunshine Coast,100.0,-33.968942,151.201544,House/Cottage,2,1,,,260,,,,,"$875,000",875000,2022/05/28,PS,36,,Jellis Craig,Jellis Craig,02 9392 3796,0.35,Turning,RBA hikes 25bp to 0.35% — first hike in 11 years; clearance rates fall sharply,821000.0,,480.0,2957.0
AU-009197,domain.com.au,23 Park Court,Epping,victoria,3076,Whittlesea,Northern Metropolitan,22.0,-38.197195,145.302557,Apartment,2,3 bath,3,3.0,1245,,1926.0,,1,"$327,000",327000,31 Jul 2023,,44,Inspect Sat/Sun,Noel Jones,Noel Jones,03 4760 3990,4.1,Resilient,CoreLogic: +5% nationally in 2023 so far; Perth +12%; Brisbane +9%,,65.0,,
AU-000220,realestate.com.au,167 Park Dr,Werribee,victoria,3030,Wyndham,Western Metropolitan,,-37.703649,,h,3,1,0,2.0,,337.0,1934.0,false,N,"$24,286.002567229178",24286.002567229178,2021/01/27,S,,,Barry Plant,Barry Plant,03 3953 7467,0.1,Confident,,492000.0,72.0,20.0,11852.0
AU-009375,REA,75 King Dr,penrith,NSW,2750,Penrith,Western Sydney,,,,Land,0,0,1,0.0,22060.0 sqm,nansqm,,no,yes,"Offers Over $100,000",,2023/07/08,Private Sale,N/A,,Raine & Horne,Raine & Horne,02 3069 9658,4.1,Resilient,CoreLogic: +5% nationally in 2023 so far; Perth +12%; Brisbane +9%,709000.0,67.3,,5531.0
AU-000936,Agent Website,103 Oak Pde,Epping ,,3076,,Northern Metropolitan,22.0,-37.783249,,house,3,1,1 car,1.0,873.0 sqm,248.0,1920.0,,True,"$582,000",,"Mar 17, 2021",Private Sale,,,Stockdale & Leggo,Stockdale & Leggo,03 7529 7988,0.1,FOMO,Strongest monthly growth in 32 years; buyers waiving conditions,622000.0,76.0,540.0,
AU-008879,realestate.com.au,184 Jones Road,Sunshine Coast,QLD.,4557,Sunshine Coast,Sunshine Coast,100.0,-33.747197,151.434676,u,3,,0,3.0,,141sqm,,,0,"$535,000",535000,2023/06/18,A,,By appointment,Kay & Burton,Kay & Burton,02 1469 3106,4.1,Resilient,Surprise RBA hike to 4.10%; prices still rising on supply shortage,743000.0,,,4208.0
AU-003323,REA,86 High Road,CAMBERWELL,VIC,3124,Boroondara,Inner East,9.5,-38.403992,145.000456,UNIT ,2,1,1,1.0,,319.0,,No,,"$965,000",,2021-10-24,Auction,,First open after lockdown,RT Edgar,RT Edgar,03 3245 1639,0.1,Strong,Melbourne 262-day lockdown ends; explosive post-lockdown release; record auctions,1821000.0,72.0,,7587.0
AU-001293,Domain,,TOOWOOMBA,QLD.,4350,,Regional QLD,130.0,-33.976823,151.057698,TOWNHOUSE,n/a,3 bath,0,3.0,581,,2008.0,No,,"$340,000",340000,,private sale,,,McGrath,McGrath,02 3351 4749,0.1,FOMO,Melbourne median hits $900k+; regional prices up 15%+; investor surge,,76.4,,5988.0
AU-000474, REA,146 Brown Dr, Ipswich,qld,4305,Ipswich,South-East QLD,40.0,-33.853075,150.838328,duplex,1,3,0,,,303.0,1997.0,False,0,$0.27M,273000,11 February 2021,Auction,48,,Biggin & Scott,Biggin & Scott,02 3345 6712,0.1,Strong,Prices accelerating; HomeBuilder deadline rush; CoreLogic records +2.1% monthly,461000.0,,,9774.0
AU-003919,REA,74 Main Parade,CRAIGIEBURN,V.I.C,3064,,Northern Metropolitan,,-38.483416,,TOWNHOUSE,5,,1,1.0,0.0949 ha,425.0,1975.0,No,Yes,"$388,000",388000,04 Dec 2021,Private Sale,,,Stockdale & Leggo,Stockdale & Leggo,03 6754 8690,0.1,Strong,Year closes near peak; Omicron emerges but market shrugs it off,,74.0,360.0,12439.0
AU-003054,Agent Website,54 Victoria Street,Northcote,vic,3070,Darebin,Northern Metropolitan,6.5,-37.52804,,Flat,three,1,1,,1315,70.0,1922.0,0,Y,"$486,000",486000,"Oct 19, 2021",AUC,44,Post-lockdown release – inspect Saturday,First National,First National,03 7748 9953,0.1,Strong,Melbourne 262-day lockdown ends; explosive post-lockdown release; record auctions,1022000.0,72.0,390.0,11500.0
AU-007254, REA,28 Railway Road,Sunshine,vic,3020,Brimbank,Western Metropolitan,12.5,-38.126214,,semi,1,,,,0.1823 ha,234.0,1951.0,False,True,"$252,000",,06-12-2022,Private Sale,38,,Woodards,Woodards,,3.1,Cautious,RBA signals slower pace; year closes with prices well off 2021 peak,,,210.0,14746.0
AU-006763,domain.com.au,162 Jones Avenue,Paddington,Queensland,4064,Brisbane,Brisbane Inner,3.5,-33.511894,150.87956,House/Cottage,2,3 bath,,4.0,700,350.0,1948.0,1,yes,"$782,000",none,30 October 2022,S,52,,LJ Hooker,LJ Hooker,02 7881 9979,2.6,Weak,RBA slows to 25bp hikes; prices still falling but pace eases,901000.0,52.4,,961.0
AU-001603,Agent Website,82 High Street,Penrith,Nsw,02750,Penrith,Western Sydney,52.0,-33.593502,,semi,5,2 bath,2,3.0,411m2,276.0,1985.0,false,Yes,469000,469000,"May 21, 2021",S,-,By appointment,LJ Hooker,LJ Hooker,02 1496 1249,0.1,FOMO,,760000.0,,290.0,7349.0
AU-001130,Domain ,158 Victoria Parade,Geelong,VIC,3220,Greater Geelong,Regional VIC,75.0,-37.89739,144.812073,h,1,2,1,,0.0128 ha,,1914.0,False,Y,"$538,000",538000,2021/04/04,auction,13,,LJ Hooker,LJ Hooker,03 7715 5914,0.1,FOMO,Melbourne median hits $900k+; regional prices up 15%+; investor surge,662000.0,77.0,,
AU-002668,realestate.com.au,135 High Rd,Geelong,victoria,3220,Greater Geelong,Regional VIC,75.0,-37.807051,,House/Cottage,3,,0,1.0,570,,2002.0,no,0,"$608,000",608000,"Aug 07, 2021",PS,,Virtual tour available,Kay & Burton,Kay & Burton,03 9013 9000,0.1,Anxious,Sydney 100-day lockdown peak; Melbourne lockdown #6; nationwide uncertainty,671000.0,,,
AU-004279,realestate.com.au,169 Queen Cres,,Q'land,4064,Paddington,Brisbane Inner,3.5,-33.739078,,Town House,4,1,,1.0,,,1925.0,,False,"$1,126,000",1126000,10/01/22,S,34,,Barry Plant,Barry Plant,02 2022 6682,0.1,Ebullient,Market still hot; RBA signals no early hikes; prices at or near peak,1057000.0,85.2,750.0,
